1.00000,0.998940
1.00100,0.998949
1.00200,0.998950
1.00300,0.998951
1.00400,0.998963
1.00500,0.998965
1.00600,0.998967
1.00700,0.998976
1.00800,0.998980
1.00900,0.998982
1.01000,0.998988
1.01100,0.998990
1.01200,0.998994
1.01300,0.998997
1.01400,0.999001
1.01500,0.999005
1.01600,0.999006
1.01700,0.999010
1.01800,0.999017
1.01900,0.999018
1.02000,0.999024
1.02100,0.999031
1.02200,0.999032
1.02300,0.999036
1.02400,0.999043
1.02500,0.999044
1.02600,0.999050
1.02700,0.999053
1.02800,0.999055
1.02900,0.999059
1.03000,0.999062
1.03100,0.999065
1.03200,0.999069
1.03300,0.999070
1.03400,0.999075
1.03500,0.999080
1.03600,0.992591
1.03700,0.981528
1.03800,0.984730
1.03900,0.988832
1.04000,0.987554
1.04100,0.992270
1.04200,0.996204
1.04300,0.998282
1.04400,0.998857
1.04500,0.999049
1.04600,0.999078
1.04700,0.999057
1.04800,0.999072
1.04900,0.970147
1.05000,0.959726
1.05100,0.976337
1.05200,0.976229
1.05300,0.980361
1.05400,0.987719
1.05500,0.994374
1.05600,0.996966
1.05700,0.998065
1.05800,0.998694
1.05900,0.998971
1.06000,0.999028
1.06100,0.998743
1.06200,0.998325
1.06300,0.992857
1.06400,0.989112
1.06500,0.992820
1.06600,0.993188
1.06700,0.993178
1.06800,0.996323
1.06900,0.998104
1.07000,0.998712
1.07100,0.998818
1.07200,0.998859
1.07300,0.998682
1.07400,0.998404
1.07500,0.998635
1.07600,0.998760
1.07700,0.998807
1.07800,0.999000
1.07900,0.999112
1.08000,0.999189
1.08100,0.999209
1.08200,0.999218
1.08300,0.999227
1.08400,0.999234
1.08500,0.999238
1.08600,0.999239
1.08700,0.999244
1.08800,0.999246
1.08900,0.999236
1.09000,0.999211
1.09100,0.999207
1.09200,0.999227
1.09300,0.999224
1.09400,0.999230
1.09500,0.999245
1.09600,0.999256
1.09700,0.999268
1.09800,0.999274
1.09900,0.999277
1.10000,0.999278
1.10100,0.999280
1.10200,0.999284
1.10300,0.999287
1.10400,0.999288
1.10500,0.999292
1.10600,0.999293
1.10700,0.999294
1.10800,0.999299
1.10900,0.999301
1.11000,0.999303
1.11100,0.999310
1.11200,0.999307
1.11300,0.999293
1.11400,0.999279
1.11500,0.999293
1.11600,0.999302
1.11700,0.999297
1.11800,0.999308
1.11900,0.999322
1.12000,0.999329
1.12100,0.999333
1.12200,0.999335
1.12300,0.999337
1.12400,0.999339
1.12500,0.999340
1.12600,0.999343
1.12700,0.999345
1.12800,0.999346
1.12900,0.999344
1.13000,0.999326
1.13100,0.999315
1.13200,0.999332
1.13300,0.999340
1.13400,0.999336
1.13500,0.999349
1.13600,0.999359
1.13700,0.999369
1.13800,0.999375
1.13900,0.999375
1.14000,0.999379
1.14100,0.999381
1.14200,0.999383
1.14300,0.999384
1.14400,0.999385
1.14500,0.999387
1.14600,0.999389
1.14700,0.999389
1.14800,0.999392
