1004,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256,23.256
1012,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217,23.217
1020,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854,22.854
1028,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695,22.695
1036,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187,22.187
1044,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976,21.976
1052,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639,21.639
1060,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525,21.525
1068,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173,21.173
1076,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102,21.102
